,Portfolio,Benchmark,Sector_IT,Sector_Financials,Sector_Energy,Sector_FMCG,Sector_Healthcare
2021-01-01,0.008466456229880766,0.0061083995685639325,-0.014940238785549818,0.010676802474030737,0.00314373161577657,0.0043417110288556755,0.0034664197573142583
2021-01-04,-0.0003274487282923352,-0.0010915793356542003,-0.0019963103415257264,-0.01677265123140576,0.001361743375355785,0.028299960082131766,-0.0021188595683603916
2021-01-05,0.004857236553426592,0.007820288185510825,0.009252604932342508,0.010480698250630908,0.02910672092325621,0.012990283182454444,-0.019574764128534733
2021-01-06,0.02151361667422026,0.017745725787827824,-0.02448708726681413,0.007421877641643179,0.008767093777563132,-0.008328459592180985,0.019737709278330115
2021-01-07,-0.0045109884173261065,-0.0021788592302286573,0.003946974860710823,-0.025436345776404436,-0.0017631469599937069,0.005967148421592539,-0.002407187082960162
2021-01-08,-0.001720202385729831,-0.002178673070167958,0.011020439648189414,-0.009697265406339512,-0.01126132677739149,-0.004661786361117623,-0.0049016851196952245
2021-01-11,0.029621622929294336,0.01838278066367055,0.034513588899517736,0.018405430570017898,0.004906208594572976,0.0006444250639917958,0.005744041306112725
2021-01-12,0.009332111964124113,0.00917808236538822,-0.019207781176407184,-0.01425575312520596,-0.014591199677011375,-0.006475301559066605,0.01678098930325313
2021-01-13,-0.00041304773993611037,-0.004847148689946565,-0.005915394188216381,-0.006496717951038025,0.0034635781992521228,-0.003032212777589801,-0.021217095181884107
2021-01-14,0.004226314638781253,0.00662824310468545,0.005259893981906217,0.007413913830465878,0.008573202322120404,0.005004185594592273,0.020222734973562202
2021-01-15,-0.005077984740103715,-0.00477847224521995,0.02145304470499056,0.012238593897777282,-0.0031195545674271097,-0.02073109055046185,0.033273756400125025
2021-01-18,0.0021176446444107896,-0.004804688549996505,-0.005085608474141628,-0.003300600050135145,-0.009994246501948717,-0.021211874250145608,-0.0317845460514239
2021-01-19,0.0009522708357220153,0.0032197847500076244,0.022389665180694105,-0.008495268681401475,-0.03582637184923625,-0.029167896970727438,0.00677167411645202
2021-01-20,-0.014950127409465278,-0.021218368305541017,-0.034942527004789656,0.02183270160283884,0.01947782135376643,-0.033688103898363096,-0.006421545208877065
2021-01-21,-0.017126293454638234,-0.01908253931030973,-0.02243743036795708,0.026585313720458005,0.007175892427714176,-0.025511658780743438,0.016293692557907583
2021-01-22,-0.008365030378792567,-0.005899550813886263,0.006850081115177395,0.015173487864063466,0.007579849201133511,0.0038805661528043952,-0.02704621795031709
2021-01-25,-0.008949650654716024,-0.011008234943145893,-0.025316400763996997,0.001757220052294591,-0.02546128824695501,-0.018583989644133832,0.03732488457731175
2021-01-26,0.008210974192828232,0.004039420299958317,-0.020995394587435746,-0.011659707747145047,0.023398330531185233,0.011441379875433989,-0.03589647420572391
2021-01-27,-0.007744221569064188,-0.00981983475933148,-0.00917258791118024,-0.011992714895236371,-0.007252079628550286,0.0012172966099506174,-0.005049761019608919
2021-01-28,-0.022516253462628245,-0.015537828249934759,0.014579582224912294,0.008321602983464337,-0.0043213314203538866,-0.041549537062209124,0.010300530651734969
2021-01-29,0.015120656059770424,0.01709508541305221,-0.034185701363569666,0.006758330234908924,-0.01728700392000428,0.014459307839566664,-0.015049638634387007
2021-02-01,-0.0030987752064289805,-0.002083872136750515,0.0035895727927587086,0.021520826440011194,-0.029208888172613516,0.017785984753251546,-0.018602645770792868
2021-02-02,0.0010856141253560005,0.0012418883451343868,0.01936076250543479,0.010242528341356794,0.019702245126242614,-0.020741849951696555,0.005503448639605913
2021-02-03,-0.013900828747682384,-0.015678935445000167,-0.00308778369781631,-0.022092166779669124,0.021849388011000875,0.00944688770665407,0.0022352206591471765
2021-02-04,-0.005191186799002276,-0.0056965294115241625,-0.006266737054340931,0.016270908578360683,-0.002273594313205652,-0.017809247429787976,0.0006105195654430964
2021-02-05,-0.0034413812132933156,0.001733934421125724,0.007821343950009512,-0.014509428571485856,-0.010809873803088873,0.002561361853410671,0.019900837641458387
2021-02-08,-0.01160343596582498,-0.012574849951632298,-0.0030359698685454538,-0.005289037656505922,-0.00578733819092312,-0.026519670218776745,-0.008447293166432997
2021-02-09,0.007494723921211309,0.004736205581629463,0.025897206715787137,0.004232881075865627,-0.005331679507765025,-0.03780495858467525,0.007705790471985347
2021-02-10,-0.004332605834890344,-0.006334412100932936,-0.019842581674322242,0.030440615411183716,-0.019456104945969454,-0.007696599197239783,-0.0109838217078499
2021-02-11,0.0014296169373314775,-0.0028313057564305607,-0.00046796422620035594,0.04717080348281559,-0.004378808141741021,-0.0021653070371310404,-0.018736743397975004
2021-02-12,-0.0032487935642590234,-0.006346521201733066,0.004236533878383382,0.00958597838168151,0.0030195495843243127,-0.0080138997848876,-0.00596541880567033
2021-02-15,0.0244690888543227,0.021479050912422738,-0.006442679075407325,-0.0022744587968434185,0.01739001020961968,-0.02480175675771131,-0.010806524559811174
2021-02-16,0.00013800588332294183,0.00032314633313566723,-0.0520163911036383,0.008501652865698617,0.0007128172083948511,-0.008061281231138214,-0.009676333247619781
2021-02-17,-0.018657459001254772,-0.011517124139577034,-0.0024654613929665937,0.013804104326014886,-0.025710460654938275,0.006225382081786601,0.026837407169522084
2021-02-18,0.012090959714124766,0.009802973103075563,0.016933160920582828,-0.004338549977456511,0.006349394088982962,-0.00048223381339120117,-0.00527195902413517
2021-02-19,-0.01312510326580318,-0.01336687532744829,0.014701526232114716,0.027430819036334715,-0.003775376159861059,0.004372417131476234,-0.01451961771339391
2021-02-22,0.004152385514575302,0.0028444810346940274,0.0069622249785911685,0.003930642697724615,0.023241694113781176,-0.013830143562304508,0.0011113687409893902
2021-02-23,-0.027859228321706765,-0.02174438009313391,-0.01959484960375432,0.007949672660141507,0.02422261239299164,0.025491274263956348,0.002833961559999117
2021-02-24,-0.019558085993216213,-0.014584023724712613,0.0077032094231883974,0.010474868795712279,0.024803981004355765,-0.024634012409101475,-0.026372601378022036
2021-02-25,0.007135782920740075,0.0027083870743270294,-0.010007358223699815,0.006806203071987479,-0.008853013952013137,0.010885147726081776,-0.006274146190280329
2021-02-26,0.009213239613839547,0.008849614428477225,0.0069385393479916195,0.013072662473621592,0.03353203728551535,0.025708462123730794,-0.007185287939065866
2021-03-01,0.005345658214705201,0.002419324138904404,0.0026975362899088065,-0.008791704535805162,0.006306113386734675,0.010743129372693113,-0.0034179361292779814
2021-03-02,-0.000684256092492825,-0.0008351377870283324,-0.01737383148144538,-0.007906564207557903,0.02749392772943512,-0.003847512733815052,0.016888582707454074
2021-03-03,-0.002886515100824834,-0.002938004512545613,-0.01583962250809559,-0.01604233733445397,-0.007873421101459431,-0.010802458353126959,0.003567885356589749
2021-03-04,-0.013270606421766949,-0.016288673071462874,0.00696668526161056,0.007075186401700364,-0.004484154700924634,0.022595694733040583,0.02825372493196604
2021-03-05,-0.0100551932450559,-0.0076860756300490335,-0.0035661831091551638,0.01217171816709929,0.0050283844087365736,-0.029902995961300725,0.00021241811177965793
2021-03-08,-0.004520462157744164,-0.0047469622332125495,-0.014885773749007809,0.0073495302260752505,0.0029992098982753812,-0.020235056960714905,0.04065358693071852
2021-03-09,0.011316235246428876,0.01246282983036568,-0.016394924180514546,0.025618256015719827,0.021321362536010965,-0.0080112967332728,-0.009947137593067295
2021-03-10,0.002932458600227697,0.004372455648182743,-0.0050784230699232455,0.00039216771839332125,-0.0033799854316461046,0.026898942962573464,-0.016932308095988627
2021-03-11,-0.021647869525806607,-0.019514805820282977,0.029144168702228957,0.010517171372298652,0.01982299378230837,0.008583875027336112,0.012856886395837309
2021-03-12,0.0053264053070457605,0.004150957277281742,-0.009141529987039015,-0.015915412394528233,0.012640207856451435,-0.020190682885894498,0.03133349203079931
2021-03-15,-0.005920373174545283,-0.0038902321592918596,0.00021988629367575448,-0.005336010221836652,-0.0030687212026025527,-0.00614858938993721,-0.03071412748457984
2021-03-16,-0.0024569631324316363,-0.0071993835372293315,0.0023344439781879008,0.010919507828766778,0.01135180160340908,-0.012639035235840394,-0.003979993326582645
2021-03-17,0.004283480914652387,0.00741194766110983,-0.020201152054474106,0.013225236391781104,-0.007385777512303004,-0.014677141984939392,-0.013340488819959645
2021-03-18,0.012106836025297472,0.012166626211978884,-0.03175178525169271,-0.003937646288573388,0.03951825134601595,0.021374568847574157,0.0037076655541976554
2021-03-19,0.009908151028808695,0.011035914459562205,-0.01829278104184955,-0.0005988535472680441,-0.04378419925503166,-0.028809244936932082,0.0007028088910245636
2021-03-22,-0.0036243472637260236,-0.009039641790958128,0.004993241193053211,-0.022314286482542568,0.011655249583170288,0.03482216009644486,0.030910458186761282
2021-03-23,-0.0023158615342144875,-0.003029948304405586,0.0020727705486503385,-0.004884509511124733,-0.028837608724063296,0.0181581212850256,-0.0019760664534178183
2021-03-24,0.008650726197986423,0.004232364724520766,0.013317536474286027,0.01384506059270402,-0.0032724611281509516,0.023765068924058268,0.03157558879623713
2021-03-25,0.006251847683107136,0.011537832472276136,0.0022449650449576633,0.009112743216357919,-0.0009459472106783575,-0.00940713599388792,-0.006651787559026717
2021-03-26,-0.0040574252631918675,-0.004957134672413316,-0.0015265817320798466,0.007993555218888927,0.02552128277251464,-0.0027249039202115665,0.02143441140104916
2021-03-29,0.0019274545977224083,-0.001628984442034685,-0.01056631816490145,0.0012235293594997218,-0.011021972278332771,-0.030120263047871985,0.005648844566689861
2021-03-30,-0.012263391399321989,-0.01206846898646549,0.016648507706396178,0.0005822419540049762,0.02220513048204011,-0.010724862190351977,0.03960844047965387
